image_name,fold,bare_ground,haze,artisinal_mine,selective_logging,agriculture,cultivation,clear,partly_cloudy,blooming,slash_burn,water,blow_down,road,primary,cloudy,habitation,conventional_mine
train_64,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_66,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_67,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
train_68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_69,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_70,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
train_71,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_73,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_74,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_75,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
train_76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_79,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_80,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_81,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_82,4,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0
train_83,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_84,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_85,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_86,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_88,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_89,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_90,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_91,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_92,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_93,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_94,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_95,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_99,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_100,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_102,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_103,4,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0
train_104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_105,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_106,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_107,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_110,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_112,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_113,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_114,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_115,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_116,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_117,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_119,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
train_120,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_121,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train_122,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_123,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_124,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_125,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_126,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_128,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_129,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_131,4,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
train_132,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_133,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_134,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_135,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_137,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_139,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_140,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_141,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train_142,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_143,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train_144,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
train_145,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_146,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_147,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_148,3,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
train_149,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_150,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_151,3,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
train_152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_155,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_156,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_157,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_158,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
train_159,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_160,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_161,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_162,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_163,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_164,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_165,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_166,4,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
train_167,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
train_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_169,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_170,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_171,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_172,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_173,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_175,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_176,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_177,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
train_178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_180,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_181,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_183,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_184,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_185,3,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0
train_186,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_187,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
train_188,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_189,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_190,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_191,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_192,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
train_193,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_194,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_195,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_196,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_197,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_198,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_199,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_202,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
train_203,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_204,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_205,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_206,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_207,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
train_208,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_209,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_210,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_211,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
train_212,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_213,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
train_214,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_215,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
train_216,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_217,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_218,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0
train_219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_220,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_221,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_222,2,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0
train_223,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_224,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_225,3,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0
train_226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_227,3,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_228,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
train_229,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_230,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
train_231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_232,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_233,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_234,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_236,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_237,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_238,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_239,4,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_240,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_241,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
train_242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_243,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_244,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_245,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
train_246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_247,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0
train_248,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_250,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_251,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_252,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
train_253,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_254,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_255,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_256,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_257,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_258,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
train_259,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_260,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_261,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_262,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_263,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_264,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_265,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_266,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
train_267,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_268,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_270,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_271,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_272,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_273,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_274,4,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_275,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_276,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_277,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_278,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_279,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_280,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_281,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
train_282,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_283,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train_284,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_285,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_286,3,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
train_287,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_288,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_289,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_290,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_291,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_292,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_293,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_294,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
train_295,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_296,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_297,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_298,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
train_299,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_300,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_301,4,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
train_302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_303,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_304,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_305,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_307,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_308,2,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0
train_309,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
train_310,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_311,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_312,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_313,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_314,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_315,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
train_316,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_317,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_318,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_319,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
train_320,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_321,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_322,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_324,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
train_325,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_326,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_327,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_328,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_329,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_330,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
train_331,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_332,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_333,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_334,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
train_335,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_338,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_339,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_340,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
train_341,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_342,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_343,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_344,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
